"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar un producto al carrito de compras","Agregar producto al carrito de compras de manera exitosa","ERROR","2023-11-21T08:36:08.7697532-05:00[America/Bogota]","0.0","36.04"
