"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar un producto al carrito de compras","Agregar producto al carrito de compras de manera exitosa","FAILURE","2023-11-21T08:28:46.7011513-05:00[America/Bogota]","0.0","53.94"
